Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
345,28.625,75.180,100,733,733,No,1,Inactive,96,78.039,00:08:38,2153.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,373.264,707.465,234.375,720.486,Inactive,13.746,8.609,9.014,6,15,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,85,OK,71.340,Inactive,3.906,4.688,23,0,0,42.082,OK,45
346,28.332,75.414,100,733,733,No,1,Inactive,96,79.608,00:08:38,2153.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,716.146,698.785,772.569,720.486,Inactive,13.770,8.939,8.864,6,15,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,85,OK,72.200,Inactive,3.906,4.688,23,0,0,41.926,OK,45
347,27.961,74.859,100,736,736,No,1,Inactive,96,78.039,00:08:39,2163.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,772.569,707.465,794.271,716.146,Inactive,13.746,8.909,8.804,6,17,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,84,OK,71,Inactive,3.906,4.688,21,0,0,41.359,OK,46
348,27.961,75.359,100,736,736,No,1,Inactive,96,77.255,00:08:39,2180.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,425.347,711.806,251.736,720.486,Inactive,13.770,8.699,8.624,6,17,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,83,OK,71.340,Inactive,3.125,3.906,21.500,0,0,41.516,OK,48
349,27.902,75.344,100,738,738,No,1,Inactive,96,77.255,00:08:40,2191.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,190.972,698.785,212.674,720.486,Inactive,13.770,8.714,8.684,6,17,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,83,OK,72.200,Inactive,-3.125,-0.781,21.500,0,0,41.516,OK,48
350,27.316,76.234,100,738,738,No,1,Inactive,96,75.294,00:08:40,2242.750,100,22.853,Active,98.931,1,Enabled,Disabled,Low,156.250,698.785,685.764,720.486,Inactive,13.770,8.489,7.993,6,18,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,83,OK,71.340,Inactive,-2.344,-0.781,22.500,0,0,41.086,OK,50
351,25.285,70.648,100,738,738,No,1,Inactive,96,70.588,00:08:40,2253.500,96.863,22.853,Active,98.931,1,Enabled,Disabled,Low,186.632,711.806,781.250,724.826,Inactive,13.770,7.843,7.377,6,24,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,76,OK,66.970,Inactive,3.125,4.688,24,0,0,39.094,OK,51
352,19.504,61.930,100,740,740,No,1,Inactive,96,59.216,00:08:41,2278.750,74.118,22.853,Active,98.931,1,Enabled,Disabled,Low,199.653,711.806,794.271,720.486,Inactive,13.770,6.626,6.581,6,33,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,68,OK,58.440,Inactive,-3.906,3.906,27,0,0,36.535,OK,52
353,12.414,48.406,100,740,740,No,1,Inactive,96,43.529,00:08:41,2235.750,62.353,22.853,Active,98.931,1,Enabled,Disabled,Low,685.764,733.507,481.771,724.826,Inactive,13.795,4.582,4.808,6,45,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,39.530,Inactive,-3.125,-3.125,30.500,0,0,32.004,OK,52
354,12.062,32.820,100,740,740,No,1,Inactive,96,52.157,00:08:42,1595.250,54.118,22.853,Active,98.931,1,Enabled,Disabled,Low,846.354,720.486,846.354,729.167,Inactive,13.795,5.033,4.763,6,46,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,53,OK,35.710,Inactive,1.562,3.125,30.500,0,0,31.711,OK,53
355,12.062,33.570,100,740,740,No,1,Inactive,96,50.588,00:08:42,1560.500,56.078,22.853,Active,98.931,1,Enabled,Disabled,Low,620.660,742.188,694.444,733.507,Inactive,13.770,5.303,4.748,6,44,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,32.190,Inactive,0.781,1.562,29,0,0,31.008,OK,53
356,12.062,32.820,100,740,740,No,1,Inactive,96,50.588,00:08:42,1560.500,55.294,22.853,Active,98.931,1,Enabled,Disabled,Low,763.889,729.167,828.993,737.847,Inactive,13.770,4.928,5.168,5,45,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,32.670,Inactive,0.781,1.562,29,0,0,31.008,OK,53
357,11.750,30.359,100,739,739,No,1,Inactive,96,50.980,00:08:43,1449,54.118,22.853,Active,98.931,1,Enabled,Disabled,Low,802.951,733.507,768.229,746.528,Inactive,13.770,5.213,4.823,5,45,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,30.560,Inactive,0.781,-4.688,28,0,0,30.285,OK,52
358,11.750,29.586,100,739,739,No,1,Inactive,96,50.980,00:08:43,1369.250,53.725,22.853,Active,98.931,1,Enabled,Disabled,Low,750.868,759.549,572.917,746.528,Inactive,13.770,4.928,4.507,6,43,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,27.990,Inactive,-4.688,-10.156,27,0,0,29.582,OK,52
359,11.750,29.133,100,739,739,No,1,Inactive,95,51.765,00:08:44,1352,52.157,22.853,Active,98.539,1,Enabled,Disabled,Low,620.660,750.868,837.674,755.208,Inactive,13.795,5.138,5.048,5,43,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,27.890,Inactive,-0.781,-6.250,27.500,0,0,29.582,OK,52
360,11.750,29.250,100,739,739,No,1,Inactive,95,50.980,00:08:44,1355.500,52.941,22.853,Active,98.539,1,Enabled,Disabled,Low,794.271,772.569,733.507,759.549,Inactive,13.770,4.853,4.718,5,43,-6.250,-7.812,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,28.360,Inactive,-6.250,-7.031,27.500,0,0,29.719,OK,52
361,11.379,28.805,100,739,739,No,1,Inactive,95,52.157,00:08:44,1341,52.157,22.853,Active,98.539,0,Enabled,Disabled,Low,421.007,759.549,86.806,763.889,Inactive,13.770,4.372,4.312,5,43,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,27.940,Inactive,-2.344,-0.781,27.500,0,0,29.582,OK,52
362,11.379,28.523,100,738,738,No,1,Inactive,95,51.373,00:08:45,1320.750,52.549,22.853,Active,98.539,0,Enabled,Disabled,Low,39.062,746.528,47.743,759.549,Inactive,13.845,4.477,4.582,6,43,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,27.840,Inactive,-0.781,3.125,27,0,0,29.445,OK,52
363,7.316,25.805,100,738,738,No,1,Inactive,95,45.490,00:08:45,1307.500,50.196,22.853,Active,98.539,0,Enabled,Disabled,Low,86.806,750.868,590.278,759.549,Inactive,13.820,4.312,4.267,5,47,-19.531,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,24.140,Inactive,5.469,7.031,29,0,0,27.316,OK,52
364,0.500,14.852,100,737,737,No,1,Inactive,95,25.882,00:08:46,1125.250,44.706,22.853,Active,98.539,7,Enabled,Disabled,Low,138.889,716.146,607.639,755.208,Inactive,13.820,2.419,2.163,5,62,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,39,OK,11.620,Inactive,6.250,-3.125,39,0,0,21.496,OK,51
365,0.500,19.914,100,737,737,No,1,Inactive,95,29.412,00:08:46,1015,42.745,22.853,Active,98.147,7,Enabled,Disabled,Low,65.104,698.785,39.062,755.208,Inactive,13.720,4.357,4.117,5,46,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,12.770,Inactive,7.812,3.125,14.500,0,0,21.926,OK,51
366,0.500,10.117,100,737,737,No,1,Inactive,95,27.843,00:08:46,974.500,25.882,22.853,Active,98.147,7,Enabled,Disabled,Low,212.674,690.104,290.799,755.208,Inactive,13.770,4.327,4.357,5,42,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,10.610,Inactive,-0.781,6.250,12,0,0,21.496,OK,50
367,0.500,9.953,100,736,736,No,1,Inactive,95,24.706,00:08:47,961.750,27.843,22.853,Active,97.755,7,Enabled,Disabled,Low,52.083,672.743,125.868,755.208,Inactive,13.795,4.477,4.087,5,42,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,9.450,Inactive,3.906,3.906,12,0,0,20.930,OK,50
368,2.727,9.938,100,736,736,No,1,Inactive,95,28.627,00:08:47,956.500,26.275,22.853,Active,98.147,7,Enabled,Disabled,Low,52.083,694.444,60.764,755.208,Inactive,13.746,4.943,4.417,5,42,-26.562,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,10.780,Inactive,6.250,3.906,12.500,0,0,21.926,OK,49
369,4.777,10.836,100,735,735,No,1,Inactive,95,30.980,00:08:48,977,30.588,22.853,Active,98.147,7,Enabled,Disabled,Low,95.486,685.764,69.444,746.528,Inactive,13.746,5.739,5.033,5,38,-25,-26.562,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,12.480,Inactive,10.156,7.812,15,0,0,23.332,OK,48
370,5.109,12.398,100,735,735,No,1,Inactive,95,32.157,00:08:48,1016.750,41.961,22.853,Active,98.147,7,Enabled,Disabled,Low,724.826,664.062,724.826,746.528,Inactive,13.770,5.454,5.484,6,33,-25,-25.781,Closed,0,0.922,0,0.906,Yes,OK,OK,66,OK,13.160,Inactive,10.938,10.156,16.500,0,0,23.625,OK,48
371,14.953,15.250,100,735,735,No,1,Inactive,95,47.843,00:08:48,1078,55.686,22.853,Active,98.539,0,Enabled,Disabled,Low,134.549,703.125,104.167,746.528,Inactive,13.820,7.993,7.212,5,22,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,75,OK,21.790,Inactive,7.031,7.031,10.500,0,0,31.145,OK,47
372,17.316,43.305,100,735,735,No,1,Inactive,95,63.922,00:08:49,1501.500,92.549,22.853,Active,98.539,1,Enabled,Disabled,Low,846.354,698.785,846.354,724.826,Inactive,13.820,7.227,6.926,6,26,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,38.070,Inactive,1.562,1.562,16.500,0,0,33.977,OK,47
373,15.148,40.828,100,735,735,No,1,Inactive,95,59.608,00:08:49,1560.750,74.118,22.853,Active,98.539,1,Enabled,Disabled,Low,737.847,711.806,720.486,724.826,Inactive,13.845,6.175,6.010,6,33,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,67,OK,38.450,Inactive,-3.125,-3.906,25,0,0,33,OK,48
374,8.332,26.289,100,734,734,No,1,Inactive,95,40,00:08:50,1386,52.549,22.853,Active,98.539,0,Enabled,Disabled,Low,802.951,703.125,837.674,724.826,Inactive,13.845,4.072,3.906,6,48,-18.750,-19.531,Closed,0,0.922,0,0.906,Yes,OK,OK,53,OK,22.490,Inactive,4.688,4.688,30.500,0,0,27.590,OK,48
375,19.680,27.414,100,734,734,No,1,Inactive,95,66.667,00:08:50,1232,47.843,22.853,Active,98.931,0,Enabled,Disabled,Low,203.993,716.146,164.931,724.826,Inactive,13.820,5.604,5.514,6,40,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,40.150,Inactive,4.688,-0.781,23.500,0,0,34.406,OK,48
376,20.070,48.070,100,734,734,No,1,Inactive,95,70.980,00:08:50,1664.500,93.333,22.853,Active,98.931,1,Enabled,Disabled,Low,850.694,724.826,833.333,720.486,Inactive,13.845,8.308,7.978,6,23,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,77,OK,47.420,Inactive,0.781,0,21,0,0,36.105,OK,49
377,16.789,45.336,100,734,734,No,1,Inactive,95,61.569,00:08:51,1573,83.529,22.853,Active,98.931,1,Enabled,Disabled,Low,794.271,759.549,763.889,759.549,Inactive,13.820,6.475,6.475,5,30,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,68,OK,39.220,Inactive,-6.250,-5.469,25,0,0,33.977,OK,50
378,12.434,37.172,100,734,734,No,1,Inactive,95,53.333,00:08:51,1518,67.451,22.853,Active,98.931,1,Enabled,Disabled,Low,286.458,781.250,212.674,776.910,Inactive,13.820,6.055,5.919,6,37,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,64,OK,33.830,Inactive,2.344,3.125,25.500,0,0,31.008,OK,50
379,9.348,26.188,100,733,733,No,1,Inactive,95,44.706,00:08:52,1344,50.196,22.853,Active,98.931,0,Enabled,Disabled,Low,794.271,755.208,802.951,789.931,Inactive,13.845,3.876,3.846,6,47,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,53,OK,25.030,Inactive,-3.125,-3.125,29.500,0,0,28.312,OK,50
380,6.633,23.109,100,733,733,No,1,Inactive,95,39.608,00:08:52,1262.500,49.020,22.853,Active,98.931,0,Enabled,Disabled,Low,73.785,763.889,99.826,807.292,Inactive,13.820,3.876,3.831,6,50,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,51,OK,20.260,Inactive,3.125,3.906,30.500,0,0,26.613,OK,51
381,0.500,15.445,100,733,733,No,1,Inactive,95,27.451,00:08:52,1143.750,45.098,22.853,Active,98.931,7,Enabled,Disabled,Low,785.590,772.569,763.889,811.632,Inactive,13.845,2.374,2.659,5,60,-25,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,12.700,Inactive,7.812,7.812,37.500,0,0,22.629,OK,51
382,0.500,21.727,100,732,732,No,1,Inactive,95,25.882,00:08:53,959.500,43.922,22.853,Active,98.931,7,Enabled,Disabled,Low,47.743,720.486,43.403,802.951,Inactive,13.746,4.342,4.222,5,45,-25,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,10.220,Inactive,4.688,4.688,12,0,0,20.637,OK,51
383,0.500,9.656,100,732,732,No,1,Inactive,95,24.706,00:08:53,969.250,24.314,22.853,Active,98.931,7,Enabled,Disabled,Low,69.444,716.146,807.292,802.951,Inactive,13.770,4.537,3.891,5,44,-25,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,9.770,Inactive,8.594,4.688,12,0,0,21.066,OK,50
384,0.500,9.664,100,731,731,No,1,Inactive,95,23.529,00:08:54,972.250,25.490,22.853,Active,98.931,7,Enabled,Disabled,Low,377.604,707.465,56.424,798.611,Inactive,13.795,4.733,4.026,5,44,-24.219,-25,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,9.510,Inactive,1.562,5.469,12,0,0,20.793,OK,51
385,0.500,9.203,100,731,731,No,1,Inactive,95,22.353,00:08:54,955.250,23.137,22.853,Active,98.931,7,Enabled,Disabled,Low,56.424,711.806,73.785,798.611,Inactive,13.746,4.447,3.981,5,46,-23.438,-24.219,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,8.570,Inactive,6.250,8.594,12,0,0,20.227,OK,50
386,0.500,8.438,100,730,731,No,1,Inactive,95,20.392,00:08:55,929.500,17.255,22.853,Active,98.931,7,Enabled,Disabled,Low,78.125,716.146,217.014,794.271,Inactive,13.770,4.087,3.756,6,50,-22.656,-24.219,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,7.620,Inactive,7.031,2.344,12,0,0,19.230,OK,49
387,0.500,7.836,100,730,730,No,1,Inactive,95,18.431,00:08:55,927,17.255,22.853,Active,98.931,7,Enabled,Disabled,Low,238.715,711.806,177.951,794.271,Inactive,13.845,4.072,3.456,6,52,-22.656,-24.219,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,6.930,Inactive,9.375,2.344,12,0,0,18.371,OK,49
388,0.500,7.008,100,730,730,No,1,Inactive,95,16.471,00:08:55,910.750,16.078,22.853,Active,98.931,7,Enabled,Disabled,Low,755.208,711.806,78.125,789.931,Inactive,13.795,3.350,3.125,6,56,-22.656,-23.438,Closed,0,0.922,0,0.906,Yes,OK,OK,45,OK,5.980,Inactive,3.125,7.031,14,0,0,17.512,OK,49
389,0.500,6.352,100,729,729,No,1,Inactive,95,14.118,00:08:56,888.500,14.902,22.853,Active,98.931,7,Enabled,Disabled,Low,399.306,711.806,794.271,789.931,Inactive,13.746,3.035,2.764,6,58,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,41,OK,5.080,Inactive,7.031,3.125,16,0,0,15.383,OK,48
390,0.500,5.953,100,729,729,No,1,Inactive,95,14.510,00:08:56,874.250,14.510,22.853,Active,98.931,7,Enabled,Disabled,Low,203.993,703.125,768.229,789.931,Inactive,13.770,3.065,2.584,6,60,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,5.260,Inactive,7.031,2.344,19,0,0,15.969,OK,48
391,0.500,5.500,100,729,729,No,1,Inactive,95,14.510,00:08:56,847.500,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,828.993,707.465,742.188,789.931,Inactive,13.746,2.779,2.389,6,62,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,38,OK,4.920,Inactive,2.344,-1.562,21,0,0,15.383,OK,47
392,0.500,5.273,100,728,728,No,1,Inactive,95,14.510,00:08:57,822,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,820.312,698.785,169.271,785.590,Inactive,13.746,2.719,2.584,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,37,OK,4.940,Inactive,1.562,5.469,21.500,0,0,15.539,OK,45
393,0.500,5.086,100,728,728,No,1,Inactive,95,14.902,00:08:57,801,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,789.931,703.125,811.632,785.590,Inactive,13.770,2.629,2.464,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,4.980,Inactive,-2.344,0.781,21,0,0,15.539,OK,44
394,0.500,4.852,100,727,727,No,1,Inactive,95,14.902,00:08:58,761.250,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,724.826,703.125,824.653,785.590,Inactive,13.746,2.704,2.554,6,62,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.020,Inactive,-3.906,0,17.500,0,0,15.539,OK,42
395,0.500,4.820,100,727,727,No,1,Inactive,95,15.294,00:08:58,745.750,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,776.910,703.125,815.972,781.250,Inactive,13.746,2.734,2.509,6,62,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,39,OK,5.040,Inactive,-4.688,-3.906,16,0,0,15.539,OK,41
396,0.500,4.664,100,726,726,No,1,Inactive,95,14.902,00:08:59,697,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,781.250,690.104,811.632,781.250,Inactive,13.746,2.825,2.554,6,60,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,40,OK,4.980,Inactive,-6.250,-6.250,16,0,0,15.383,OK,39
397,0.500,4.727,100,726,726,No,1,Inactive,95,15.294,00:08:59,692.750,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,802.951,703.125,807.292,781.250,Inactive,13.746,2.825,2.554,6,59,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,40,OK,5.050,Inactive,-7.031,-7.812,16,0,0,15.539,OK,38
398,0.500,4.633,100,726,726,No,1,Inactive,95,14.902,00:08:59,674,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,768.229,698.785,607.639,781.250,Inactive,13.770,2.900,2.629,6,58,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,41,OK,4.880,Inactive,-8.594,-8.594,17,0,0,15.383,OK,36
399,0.500,4.648,100,725,725,No,1,Inactive,95,15.294,00:09:00,669,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,551.215,698.785,151.910,781.250,Inactive,13.770,2.930,2.990,6,58,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,42,OK,5.030,Inactive,-8.594,0.781,17,0,0,15.539,OK,36
400,0.500,4.680,100,725,725,No,1,Inactive,95,15.294,00:09:00,665.500,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,117.188,711.806,824.653,781.250,Inactive,13.746,3.350,2.870,6,57,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,43,OK,5.110,Inactive,-0.781,-3.906,17,0,0,15.539,OK,36
401,0.500,4.625,100,725,725,No,1,Inactive,95,14.510,00:09:00,650.500,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,842.014,703.125,811.632,781.250,Inactive,13.746,3.140,2.840,6,57,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,43,OK,4.890,Inactive,-5.469,-4.688,17.500,0,0,15.539,OK,35
402,0.500,4.609,100,724,724,No,1,Inactive,95,15.294,00:09:01,638.500,12.941,22.853,Active,98.931,7,Enabled,Disabled,Low,820.312,698.785,776.910,781.250,Inactive,13.746,3.125,2.764,6,56,-21.875,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,43,OK,4.830,Inactive,-6.250,-7.031,17.500,0,0,15.539,OK,34
403,3.078,4.875,100,724,724,No,1,Inactive,95,17.255,00:09:01,642.250,13.333,22.853,Active,98.931,7,Enabled,Disabled,Low,742.188,716.146,147.569,776.910,Inactive,13.746,3.230,3.365,6,55,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,46,OK,5.810,Inactive,-9.375,-0.781,19,0,0,17.375,OK,34
404,9.523,6.031,100,723,723,No,1,Inactive,96,31.373,00:09:02,671.750,14.118,22.853,Active,98.931,0,Enabled,Disabled,Low,125.868,707.465,117.188,776.910,Inactive,13.746,5.123,4.868,6,46,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,52,OK,12.280,Inactive,-3.125,-0.781,16,0,0,23.762,OK,34
405,12.238,10.648,100,723,723,No,1,Inactive,96,50.196,00:09:02,810.250,36.471,22.853,Active,98.931,0,Enabled,Disabled,Low,820.312,698.785,833.333,772.569,Inactive,13.820,7.317,6.490,6,24,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,75,OK,16.290,Inactive,-3.125,-4.688,6.500,0,0,26.613,OK,34
406,16.359,30.734,100,723,723,No,1,Inactive,96,65.098,00:09:02,1154,57.647,22.853,Active,98.931,0,Enabled,Disabled,Low,43.403,742.188,39.062,763.889,Inactive,13.845,6.235,6.040,6,27,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,73,OK,30.500,Inactive,-2.344,-0.781,5.500,0,0,31.848,OK,34
407,17.375,38.273,100,723,723,No,1,Inactive,96,60.392,00:09:03,1487.250,75.294,22.853,Active,98.931,1,Enabled,Disabled,Low,842.014,711.806,842.014,750.868,Inactive,13.870,6.596,6.566,6,32,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,Fault,OK,68,OK,37.220,Inactive,-0.781,1.562,17.500,0,0,33,OK,34
408,17.648,38.820,100,723,723,No,1,Inactive,96,62.353,00:09:03,1524.250,71.373,22.853,Active,98.931,1,Enabled,Disabled,Low,104.167,729.167,138.889,746.528,Inactive,13.895,6.370,6.310,6,33,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,Fault,OK,67,OK,39.300,Inactive,0.781,0,24.500,0,0,33.410,OK,36
409,20.363,40.930,100,722,722,No,1,Inactive,96,66.275,00:09:04,1545.500,72.157,22.853,Active,98.931,1,Enabled,Disabled,Low,802.951,716.146,690.104,742.188,Inactive,13.845,6.956,6.355,6,31,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,Fault,OK,69,OK,43.120,Inactive,0.781,0,24,0,0,34.836,OK,37
410,21.770,47.016,100,722,722,No,1,Inactive,96,72.157,00:09:04,1635,86.667,22.853,Active,98.931,1,Enabled,Disabled,Low,703.125,716.146,729.167,742.188,Inactive,13.820,7.587,7.377,6,25,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,75,OK,48.540,Inactive,0.781,0,20.500,0,0,36.262,OK,38
411,22.414,50.312,100,722,722,No,1,Inactive,96,72.941,00:09:04,1674.750,96.078,22.853,Active,98.931,1,Enabled,Disabled,Low,360.243,707.465,121.528,729.167,Inactive,13.820,7.467,7.707,6,22,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,51.380,Inactive,-4.688,0,20,0,0,36.828,OK,39
412,23.078,52.242,100,722,722,No,1,Inactive,96,73.333,00:09:05,1716.500,97.255,22.853,Active,98.931,1,Enabled,Disabled,Low,794.271,707.465,772.569,729.167,Inactive,13.820,7.873,7.181,6,22,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,78,OK,52.390,Inactive,1.562,1.562,20.500,0,0,37.102,OK,41
413,22.902,53.555,100,722,722,No,1,Inactive,96,74.510,00:09:05,1728.250,100,22.853,Active,98.931,1,Enabled,Disabled,Low,520.833,716.146,768.229,729.167,Inactive,13.820,8.008,7.873,6,21,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,53.330,Inactive,0.781,0.781,20.500,0,0,37.395,OK,42
414,22.180,53.656,100,722,722,No,1,Inactive,96,73.725,00:09:06,1738,100,22.853,Active,98.931,1,Enabled,Disabled,Low,611.979,707.465,217.014,724.826,Inactive,13.845,7.512,7.828,6,22,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,79,OK,52.860,Inactive,-4.688,1.562,21,0,0,37.258,OK,43
