Num,1. Accelerator Pedal Position (APP) Indicated Angle (Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status),2. Air Conditioning (A/C) Relay Command (Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status),3. Air Flow Calculated (Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (Cylinder 6 Injector Circuit Open Test Status),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (Cylinder 6 Injector Circuit Short Gnd Test Status),6. Camshaft Position (CMP) Sensor (Cylinder 6 Injector Circuit Short Volts Test Status),7. Cycles Of Misfire Data (Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status),8. Cylinder 1 Injector Circuit Open Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status),9. Cylinder 1 Injector Circuit Short Gnd Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status),10. Cylinder 1 Injector Circuit Short Volts Test Status (Cylinder 7 Injector Circuit Open Test Status),11. Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 7 Injector Circuit Short Gnd Test Status),12. Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 7 Injector Circuit Short Volts Test Status),13. Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status),14. Cylinder 2 Injector Circuit Open Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status),15. Cylinder 2 Injector Circuit Short Gnd Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status),16. Cylinder 2 Injector Circuit Short Volts Test Status (Cylinder 8 Injector Circuit Open Test Status),17. Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 8 Injector Circuit Short Gnd Test Status),18. Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 8 Injector Circuit Short Volts Test Status),19. Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status),20. Cylinder 3 Injector Circuit Open Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status),21. Cylinder 3 Injector Circuit Short Gnd Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status),22. Cylinder 3 Injector Circuit Short Volts Test Status (Cylinder Deactivation Performance Test),23. Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status (Engine Coolant Temperature (ECT) Sensor),24. Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status (Engine Load),25. Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status (Engine Oil Pressure Sensor),26. Cylinder 4 Injector Circuit Open Test Status (Engine Run Time),27. Cylinder 4 Injector Circuit Short Gnd Test Status (Engine Speed),28. Cylinder 4 Injector Circuit Short Volts Test Status (Fuel Tank Level Remaining),29. Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status (Ignition 1 Signal),30. Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status (Injector 1 Disabled Due To Misfire),31. Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status (Injector 2 Disabled Due To Misfire),32. Cylinder 5 Injector Circuit Open Test Status (Injector 3 Disabled Due To Misfire),33. Cylinder 5 Injector Circuit Short Gnd Test Status (Injector 4 Disabled Due To Misfire),34. Cylinder 5 Injector Circuit Short Volts Test Status (Injector 5 Disabled Due To Misfire)
612,68,0,0.500,Off,5.312,292,292,480,51,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
613,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,320,00:05:05,458.500,98.931,13.919,No,No,No
614,No,No,No,No,No,2.359,2.239,13,No,36,6.020,0,0,0,0,0,0,34,2,0,14,0,2,0,1,805,0,Inactive,31,17.824,68,0,0.500,Off
615,5.586,292,292,494,53,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
616,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,21.569,320,00:05:05,512.500,98.931,14.268,No,No,No,No,No,No,No
617,No,2.659,2.509,13,No,39,6.680,0,0,0,0,0,0,34,2,0,14,0,2,0,1,805,0,Inactive,32.500,18.547,68,0,0.500,Off,6.164,292,292,591
618,55,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
619,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,328,00:05:06,601,98.931,14.168,No,No,No,No,No,No,No,No,2.239,2.133,13
620,No,36,5.960,0,0,0,0,0,0,34,2,0,14,0,2,0,1,805,0,Inactive,25,17.688,68,0,0.500,Off,5.703,292,292,571,57,OK,OK,OK
621,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
622,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.431,328,00:05:06,572,98.931,14.293,No,No,No,No,No,No,No,No,2.103,2.013,13,No,34,5.790,0
623,0,0,0,0,0,36,2,0,14,0,2,0,1,805,0,Inactive,26.500,17.551,68,0,0.500,Off,5.430,292,292,546,59,OK,OK,OK,OK,OK,OK,OK
624,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
625,OK,OK,OK,OK,OK,OK,OK,OK,54,18.039,324,00:05:07,548.250,98.931,14.244,No,No,No,No,No,No,No,No,2.043,1.923,13,No,34,5.600,0,0,0,0,0
626,0,38,2,0,14,0,2,0,1,805,0,Inactive,30,17.551,68,0,0.500,Off,4.977,292,292,464,60,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
627,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
628,OK,OK,OK,OK,54,18.431,320,00:05:07,428.250,98.931,13.919,No,No,No,No,No,No,No,No,2.254,2.133,13,No,35,5.720,0,2,0,0,0,0,38,2,0
629,14,0,2,0,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,5.578,292,292,487,62,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
630,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
631,54,21.961,320,00:05:07,506.500,98.931,14.293,No,No,No,No,No,No,No,No,2.704,2.569,13,No,40,6.870,0,2,0,0,0,0,38,2,0,14,0,2,0
632,1,805,0,Inactive,32.500,18.684,68,0,0.500,Off,6.883,292,292,625,64,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
633,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,328,00:05:08
634,627.500,98.931,14.293,No,No,No,No,No,No,No,No,2.359,2.284,13,No,38,6.060,0,2,0,0,0,0,40,2,0,14,0,2,0,1,805,0,Inactive
635,19.500,17.980,68,0,0.500,Off,6.031,292,292,602,66,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
636,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.431,328,00:05:08,599,98.931,14.393,No
637,No,No,No,No,No,No,No,2.043,1.953,13,No,34,5.840,0,2,0,0,0,0,42,2,0,14,0,2,0,1,805,0,Inactive,20.500,17.688,68,0
638,0.500,Off,4.977,292,292,522,68,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
639,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,324,00:05:09,529.500,98.931,14.343,No,No,No,No,No
640,No,No,No,2.088,1.983,13,No,34,5.760,0,2,0,0,0,0,44,2,0,14,0,2,0,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,5.117,292
641,292,456,69,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
642,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,320,00:05:09,431.250,98.931,13.995,No,No,No,No,No,No,No,No,2.344
643,2.224,13,No,36,6,0,2,0,0,0,0,46,2,0,14,0,2,0,1,805,0,Inactive,30.500,17.824,68,0,0.500,Off,5.227,292,292,469,71,OK
644,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
645,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,22.745,316,00:05:09,481,98.931,14.218,No,No,No,No,No,No,No,No,2.885,2.749,13,No,41
646,7.030,0,2,0,0,0,0,46,2,0,14,0,2,0,1,805,0,Inactive,33,18.820,68,0,0.500,Off,6.945,292,292,636,73,OK,OK,OK,OK,OK
647,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
648,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,332,00:05:10,645.500,98.931,14.443,No,No,No,No,No,No,No,No,2.314,2.239,13,No,37,6.020,0,2,0
649,0,0,0,48,2,0,14,0,2,0,1,805,0,Inactive,18.500,17.824,68,0,0.500,Off,5.867,292,292,596,75,OK,OK,OK,OK,OK,OK,OK,OK,OK
650,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
651,OK,OK,OK,OK,OK,OK,54,18.824,320,00:05:10,596.250,98.931,14.417,No,No,No,No,No,No,No,No,2.118,2.013,13,No,34,5.990,0,2,0,0,0,0,48
652,2,0,14,0,2,0,1,805,0,Inactive,21.500,17.824,68,0,0.500,Off,5.258,292,292,494,76,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
653,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
654,OK,OK,54,19.216,324,00:05:11,502.500,98.931,14.318,No,No,No,No,No,No,No,No,2.239,2.148,13,No,35,5.810,0,2,0,0,0,0,50,2,0,14,0
655,2,0,1,805,0,Inactive,30.500,17.688,68,0,0.500,Off,5.445,292,292,499,78,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
656,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,21.569
657,324,00:05:11,475.500,98.931,14.417,No,No,No,No,No,No,No,No,2.524,2.404,13,No,38,6.580,0,2,0,0,0,0,52,2,0,14,0,2,0,1,805
658,0,Inactive,32,18.391,68,0,0.500,Off,6.430,292,292,567,80,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
659,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,20,320,00:05:11,586.750,98.931
660,14.293,No,No,No,No,No,No,No,No,2.464,2.329,13,No,38,6.300,0,2,0,0,0,0,52,4,0,14,0,2,0,1,805,0,Inactive,25.500,18.117
661,68,0,0.500,Off,6.359,291,291,612,82,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
662,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.431,332,00:05:12,612,98.931,14.343,No,No,No
663,No,No,No,No,No,2.058,1.953,13,No,34,5.900,0,2,0,0,0,0,54,4,0,14,0,2,0,1,805,0,Inactive,18.500,17.688,68,0,0.500,Off
664,5.344,291,291,555,84,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
665,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.431,328,00:05:12,554.500,98.931,14.293,No,No,No,No,No,No,No
666,No,2.043,1.938,13,No,33,5.720,0,2,0,0,0,0,54,4,0,14,0,2,0,1,805,0,Inactive,29.500,17.551,68,0,0.500,Off,4.727,291,291,490
667,86,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
668,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,320,00:05:13,501.250,98.931,14.044,No,No,No,No,No,No,No,No,2.163,2.073,13
669,No,35,5.760,0,2,0,0,0,0,54,4,0,14,0,2,0,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,5.172,291,291,478,87,OK,OK,OK
670,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
671,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,22.353,320,00:05:13,477,98.931,14.218,No,No,No,No,No,No,No,No,2.674,2.554,13,No,39,6.820,0
672,2,0,0,0,0,56,4,0,14,0,2,0,1,805,0,Inactive,32,18.684,68,0,0.500,Off,6.086,291,291,568,89,OK,OK,OK,OK,OK,OK,OK
673,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
674,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,320,00:05:13,570.250,98.931,14.393,No,No,No,No,No,No,No,No,2.374,2.254,13,No,38,5.900,0,2,0,0,0
675,0,56,4,0,14,0,2,0,1,805,0,Inactive,28.500,17.688,68,0,0.500,Off,5.891,291,291,579,91,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
676,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
677,OK,OK,OK,OK,54,18.431,332,00:05:14,593,98.931,14.268,No,No,No,No,No,No,No,No,2.163,2.058,13,No,35,5.800,0,2,0,0,0,0,56,4,0
678,14,0,2,0,1,805,0,Inactive,23.500,17.688,68,0,0.500,Off,5.172,291,291,537,93,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
679,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
680,54,18.431,324,00:05:14,537.750,98.931,14.218,No,No,No,No,No,No,No,No,2.148,2.043,13,No,35,5.880,0,2,0,0,0,0,58,4,0,14,0,2,0
681,1,805,0,Inactive,30.500,17.551,68,0,0.500,Off,5.359,291,291,525,94,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
682,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,18.824,320,00:05:15
683,531.250,98.931,14.218,No,No,No,No,No,No,No,No,2.269,2.148,13,No,35,5.940,0,2,0,0,0,0,60,4,0,14,0,2,0,1,805,0,Inactive
684,30.500,17.688,68,0,0.500,Off,5.570,291,291,505,96,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
685,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,19.216,324,00:05:15,486.250,98.931,14.218,No
686,No,No,No,No,No,No,No,2.269,2.163,13,No,36,5.970,0,2,0,0,0,0,62,4,0,14,0,2,0,1,805,0,Inactive,31,17.688,68,0
687,0.500,Off,5.633,291,291,538,98,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
688,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,54,20,324,00:05:15,540.750,98.931,14.293,No,No,No,No,No
689,No,No,No,2.434,2.299,13,No,37,6.220,0,2,0,0,0,0,66,4,0,14,0,2,0,1,805,0,Inactive,31.500,17.980,68,0,0.500,Off,5.781,291
690,291,571,0,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
691,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.039,328,00:05:16,589.750,98.931,14.244,No,No,No,No,No,No,No,No,2.163
692,2.043,13,No,35,5.810,0,2,0,0,0,0,68,4,0,14,0,2,0,1,805,0,Inactive,25.500,17.395,68,0,0.500,Off,5.211,291,291,553,2,OK
693,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
694,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.039,320,00:05:16,556.500,98.931,14.293,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34
695,5.770,0,0,0,0,0,0,2,0,0,16,0,2,0,1,873,4,Inactive,29,17.551,74,0,0.500,Off,5.094,291,291,516,3,OK,OK,OK,OK,OK
696,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
697,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.824,320,00:05:17,519.750,98.931,14.268,No,No,No,No,No,No,No,No,2.209,2.103,13,No,35,5.780,0,0,0
698,0,0,0,2,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.633,291,291,523,5,OK,OK,OK,OK,OK,OK,OK,OK,OK
699,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
700,OK,OK,OK,OK,OK,OK,55,18.824,324,00:05:17,502.500,98.931,14.168,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,5.830,0,0,0,0,0,0,2
701,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.711,291,291,565,7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
702,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
703,OK,OK,55,18.431,324,00:05:17,573.500,98.931,14.144,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,5.760,0,0,0,0,0,0,4,0,0,16,0
704,2,0,1,873,4,Inactive,26,17.688,74,0,0.500,Off,5.445,291,291,552,9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
705,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431
706,320,00:05:18,553.250,98.931,14.168,No,No,No,No,No,No,No,No,2.118,2.013,13,No,34,5.660,0,0,0,0,0,0,4,0,0,16,0,2,0,1,873
707,4,Inactive,30,17.395,74,0,0.500,Off,5,291,291,519,11,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
708,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,324,00:05:18,516.500,98.931
709,14.244,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,5.760,0,0,0,0,0,0,6,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551
710,74,0,0.500,Off,5.422,291,291,526,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
711,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.216,312,00:05:19,535.500,98.931,14.194,No,No,No
712,No,No,No,No,No,2.314,2.194,13,No,36,6.040,0,0,0,0,0,0,6,0,0,16,0,2,0,1,873,4,Inactive,31,17.980,74,0,0.500,Off
713,5.602,291,291,522,14,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
714,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:19,510,98.931,14.168,No,No,No,No,No,No,No
715,No,2.194,2.088,13,No,35,5.710,0,0,0,0,0,0,6,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.422,291,291,524
716,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
717,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:19,527.750,98.931,14.168,No,No,No,No,No,No,No,No,2.254,2.148,13
718,No,36,5.800,0,0,0,0,0,0,8,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.336,291,291,538,18,OK,OK,OK
719,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
720,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:20,543,98.931,14.268,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,5.770,0
721,0,0,0,0,0,8,0,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.508,291,291,547,20,OK,OK,OK,OK,OK,OK,OK
722,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
723,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:20,558,98.931,14.144,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.640,0,0,0,0,0
724,0,10,0,0,16,0,2,0,1,873,4,Inactive,29.500,17.395,74,0,0.500,Off,5.344,291,291,503,21,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
725,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
726,OK,OK,OK,OK,55,18.039,316,00:05:21,485,98.931,13.969,No,No,No,No,No,No,No,No,2.194,2.088,13,No,35,5.770,0,2,0,0,0,0,10,0,0
727,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.438,291,291,515,23,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
728,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
729,55,20,324,00:05:21,520,98.931,14.244,No,No,No,No,No,No,No,No,2.374,2.254,13,No,37,6.220,0,2,0,0,0,0,14,0,0,16,0,2,0
730,1,873,4,Inactive,31,17.980,74,0,0.500,Off,5.891,291,291,560,25,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
731,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.216,320,00:05:21
732,567,98.931,14.168,No,No,No,No,No,No,No,No,2.314,2.209,13,No,37,5.950,0,2,0,0,0,0,14,0,0,16,0,2,0,1,873,4,Inactive
733,27.500,17.824,74,0,0.500,Off,5.586,291,291,551,27,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
734,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.039,324,00:05:22,572.750,98.931,14.144,No
735,No,No,No,No,No,No,No,2.178,2.058,13,No,35,5.710,0,2,0,0,0,0,16,2,0,16,0,2,0,1,873,4,Inactive,27,17.395,74,0
736,0.500,Off,5.477,291,291,501,28,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
